image_id,question,answer
notumor_105,Is there a tumor visible in this MRI scan?,no
notumor_236,Is there a tumor visible in this MRI scan?,no
meningioma_231,Is this a meningioma tumor?,yes
pituitary_120,Is this a pituitary tumor?,yes
pituitary_092,Where is the tumor located?,sellar region
meningioma_184,Where is the tumor located?,left temporal region
pituitary_172,Is there a tumor visible in this MRI scan?,yes
notumor_221,What type of brain tumor is shown?,no tumor
glioma_049,What type of brain tumor is shown?,glioma
glioma_113,What type of brain tumor is shown?,glioma
meningioma_149,Is this a meningioma tumor?,yes
meningioma_027,Is this a meningioma tumor?,yes
glioma_008,Is this a glioma tumor?,yes
glioma_197,Is this a glioma tumor?,yes
notumor_250,Is this a pituitary tumor?,no
pituitary_156,What type of brain tumor is shown?,pituitary tumor
pituitary_227,Where is the tumor located?,sellar region
notumor_097,Where is the tumor located?,no tumor present
notumor_197,What type of brain tumor is shown?,no tumor
glioma_221,Is this a glioma tumor?,yes
notumor_175,Where is the tumor located?,no tumor present
pituitary_093,Is this a pituitary tumor?,yes
pituitary_185,Is there a tumor visible in this MRI scan?,yes
notumor_149,What type of brain tumor is shown?,no tumor
glioma_056,What type of brain tumor is shown?,glioma
meningioma_249,Where is the tumor located?,right parietal convexity
meningioma_180,Is this a meningioma tumor?,yes
glioma_144,Is this a glioma tumor?,yes
notumor_083,Is there a tumor visible in this MRI scan?,no
notumor_095,Is this a meningioma tumor?,no
meningioma_135,Is this a meningioma tumor?,yes
meningioma_065,What type of brain tumor is shown?,meningioma
pituitary_189,What type of brain tumor is shown?,pituitary tumor
meningioma_087,Is this a meningioma tumor?,yes
glioma_021,Is there a tumor visible in this MRI scan?,yes
glioma_065,Is this a glioma tumor?,yes
glioma_074,Where is the tumor located?,right parietal lobe
pituitary_024,Is there a tumor visible in this MRI scan?,yes
meningioma_009,What type of brain tumor is shown?,meningioma
meningioma_137,Is this a meningioma tumor?,yes
meningioma_211,Is there a tumor visible in this MRI scan?,yes
meningioma_186,Is there a tumor visible in this MRI scan?,yes
pituitary_094,Where is the tumor located?,sellar region
glioma_164,What type of brain tumor is shown?,glioma
pituitary_195,Is there a tumor visible in this MRI scan?,yes
pituitary_214,Where is the tumor located?,sellar and suprasellar region
pituitary_082,Is this a pituitary tumor?,yes
notumor_046,What type of brain tumor is shown?,no tumor
notumor_142,Where is the tumor located?,no tumor present
notumor_143,What type of brain tumor is shown?,no tumor
pituitary_204,Is there a tumor visible in this MRI scan?,yes
pituitary_133,What type of brain tumor is shown?,pituitary tumor
glioma_164,Where is the tumor located?,left temporal basal ganglia region
meningioma_228,Is this a meningioma tumor?,yes
meningioma_187,Is this a meningioma tumor?,yes
pituitary_104,Where is the tumor located?,sellar region
pituitary_054,Is this a pituitary tumor?,yes
glioma_103,Where is the tumor located?,right frontal lobe
glioma_245,What type of brain tumor is shown?,glioma
meningioma_043,Where is the tumor located?,left anterior temporal region
meningioma_108,Where is the tumor located?,bilateral posterior fossa
meningioma_019,What type of brain tumor is shown?,meningioma
meningioma_006,What type of brain tumor is shown?,meningioma
notumor_057,What type of brain tumor is shown?,no tumor
glioma_181,Is there a tumor visible in this MRI scan?,yes
glioma_039,Is there a tumor visible in this MRI scan?,yes
glioma_238,Is there a tumor visible in this MRI scan?,yes
pituitary_090,Is this a pituitary tumor?,yes
meningioma_208,What type of brain tumor is shown?,meningioma
glioma_026,What type of brain tumor is shown?,glioma
notumor_114,Where is the tumor located?,no tumor present
glioma_183,Where is the tumor located?,left temporal lobe
glioma_060,Where is the tumor located?,right parietal occipital region
notumor_088,Where is the tumor located?,no tumor present
pituitary_244,Is this a pituitary tumor?,yes
meningioma_182,Where is the tumor located?,right frontoparietal convexity
pituitary_024,Is this a pituitary tumor?,yes
pituitary_211,Is there a tumor visible in this MRI scan?,yes
glioma_215,Is this a glioma tumor?,yes
meningioma_040,Is this a meningioma tumor?,yes
glioma_216,What type of brain tumor is shown?,glioma
pituitary_130,Where is the tumor located?,sellar region suprasellar extension
pituitary_212,Where is the tumor located?,sellar and suprasellar region
pituitary_182,Is this a pituitary tumor?,yes
notumor_199,Is there a tumor visible in this MRI scan?,no
glioma_189,Where is the tumor located?,right temporal parietal region
glioma_084,Is there a tumor visible in this MRI scan?,yes
glioma_187,Is there a tumor visible in this MRI scan?,yes
notumor_073,Is there a tumor visible in this MRI scan?,no
pituitary_161,Where is the tumor located?,central sellar region
pituitary_069,What type of brain tumor is shown?,pituitary tumor
notumor_158,Where is the tumor located?,no tumor present
notumor_201,What type of brain tumor is shown?,no tumor
notumor_195,Where is the tumor located?,no tumor present
notumor_033,Is there a tumor visible in this MRI scan?,no
pituitary_021,Where is the tumor located?,sellar region
pituitary_176,What type of brain tumor is shown?,pituitary tumor
notumor_241,What type of brain tumor is shown?,no tumor
glioma_227,Where is the tumor located?,posterior fossa region
pituitary_071,Where is the tumor located?,sellar region
meningioma_041,Where is the tumor located?,inferior cerebellar vermis
pituitary_046,Where is the tumor located?,suprasellar region
notumor_181,What type of brain tumor is shown?,no tumor
pituitary_053,Where is the tumor located?,sellar region
pituitary_017,Where is the tumor located?,sellar region
glioma_139,What type of brain tumor is shown?,glioma
notumor_007,Is this a glioma tumor?,no
notumor_153,Is this a pituitary tumor?,no
glioma_208,Where is the tumor located?,bilateral frontoparietal lobes
notumor_108,Where is the tumor located?,no tumor present
notumor_051,Is this a pituitary tumor?,no
pituitary_023,What type of brain tumor is shown?,pituitary tumor
meningioma_189,What type of brain tumor is shown?,meningioma
glioma_203,Where is the tumor located?,right posterior parietal region
glioma_223,Is there a tumor visible in this MRI scan?,yes
pituitary_116,Where is the tumor located?,central sellar region
pituitary_248,Is there a tumor visible in this MRI scan?,yes
meningioma_165,Where is the tumor located?,right frontal convexity
pituitary_128,Is this a pituitary tumor?,yes
meningioma_059,Is this a meningioma tumor?,yes
notumor_219,Is this a meningioma tumor?,no
meningioma_113,Is there a tumor visible in this MRI scan?,yes
pituitary_219,Is this a pituitary tumor?,yes
meningioma_242,Is this a meningioma tumor?,yes
glioma_174,Is this a glioma tumor?,yes
meningioma_015,Is this a meningioma tumor?,yes
meningioma_200,What type of brain tumor is shown?,meningioma
meningioma_007,Where is the tumor located?,left temporal region
meningioma_135,Is there a tumor visible in this MRI scan?,yes
notumor_109,Is there a tumor visible in this MRI scan?,no
meningioma_176,What type of brain tumor is shown?,meningioma
pituitary_084,Where is the tumor located?,sellar region
glioma_087,What type of brain tumor is shown?,glioma
glioma_231,Where is the tumor located?,right frontal lobe
notumor_065,Where is the tumor located?,no tumor present
meningioma_047,Where is the tumor located?,left temporal skull base
glioma_211,What type of brain tumor is shown?,glioma
notumor_070,What type of brain tumor is shown?,no tumor
notumor_195,Is there a tumor visible in this MRI scan?,no
pituitary_182,Where is the tumor located?,sellar region suprasellar extension
pituitary_207,Where is the tumor located?,sellar and parasellar region
meningioma_106,Is there a tumor visible in this MRI scan?,yes
meningioma_232,Is there a tumor visible in this MRI scan?,yes
glioma_045,What type of brain tumor is shown?,glioma
pituitary_070,Is there a tumor visible in this MRI scan?,yes
notumor_047,Is this a meningioma tumor?,no
glioma_204,Is there a tumor visible in this MRI scan?,yes
meningioma_220,Is this a meningioma tumor?,yes
meningioma_085,Is there a tumor visible in this MRI scan?,yes
notumor_040,What type of brain tumor is shown?,no tumor
notumor_027,Where is the tumor located?,no tumor present
meningioma_140,Is this a meningioma tumor?,yes
pituitary_201,Is this a pituitary tumor?,yes
pituitary_045,Is there a tumor visible in this MRI scan?,yes
meningioma_204,Is there a tumor visible in this MRI scan?,yes
glioma_044,Is this a glioma tumor?,yes
pituitary_089,What type of brain tumor is shown?,pituitary tumor
notumor_015,Is this a glioma tumor?,no
glioma_083,Where is the tumor located?,left hemisphere diffuse
meningioma_091,Is this a meningioma tumor?,yes
glioma_108,What type of brain tumor is shown?,glioma
notumor_164,Is there a tumor visible in this MRI scan?,no
pituitary_003,Is this a pituitary tumor?,yes
meningioma_027,Is there a tumor visible in this MRI scan?,yes
pituitary_141,What type of brain tumor is shown?,pituitary tumor
glioma_120,Where is the tumor located?,posterior parietal lobe
meningioma_070,What type of brain tumor is shown?,meningioma
pituitary_151,Where is the tumor located?,sellar region right parasellar
glioma_187,What type of brain tumor is shown?,glioma
meningioma_193,Is this a meningioma tumor?,yes
notumor_139,What type of brain tumor is shown?,no tumor
pituitary_085,Is this a pituitary tumor?,yes
notumor_188,Where is the tumor located?,no tumor present
meningioma_236,Is there a tumor visible in this MRI scan?,yes
meningioma_199,Where is the tumor located?,posterior fossa midline
glioma_082,Is there a tumor visible in this MRI scan?,yes
meningioma_068,Is there a tumor visible in this MRI scan?,yes
glioma_118,Is there a tumor visible in this MRI scan?,yes
glioma_141,Is this a glioma tumor?,yes
pituitary_158,What type of brain tumor is shown?,pituitary tumor
pituitary_088,What type of brain tumor is shown?,pituitary tumor
pituitary_020,What type of brain tumor is shown?,pituitary tumor
notumor_197,Is there a tumor visible in this MRI scan?,no
pituitary_243,What type of brain tumor is shown?,pituitary tumor
pituitary_087,What type of brain tumor is shown?,pituitary tumor
glioma_016,Is this a glioma tumor?,yes
pituitary_201,Where is the tumor located?,sellar region
meningioma_225,Is this a meningioma tumor?,yes
pituitary_220,Is there a tumor visible in this MRI scan?,yes
glioma_064,What type of brain tumor is shown?,glioma
notumor_196,Is this a glioma tumor?,no
meningioma_024,What type of brain tumor is shown?,meningioma
meningioma_016,Is this a meningioma tumor?,yes
glioma_229,Where is the tumor located?,left occipital lobe
meningioma_011,Is this a meningioma tumor?,yes
pituitary_142,What type of brain tumor is shown?,pituitary tumor
glioma_017,Where is the tumor located?,central posterior fossa
meningioma_218,Where is the tumor located?,left parietal convexity
pituitary_198,Is there a tumor visible in this MRI scan?,yes
glioma_056,Is this a glioma tumor?,yes
meningioma_241,What type of brain tumor is shown?,meningioma
pituitary_103,Is there a tumor visible in this MRI scan?,yes
pituitary_220,Is this a pituitary tumor?,yes
notumor_044,Is this a meningioma tumor?,no
glioma_023,Is there a tumor visible in this MRI scan?,yes
meningioma_202,Where is the tumor located?,posterior fossa midline
meningioma_169,Where is the tumor located?,right temporal fossa
pituitary_208,Is there a tumor visible in this MRI scan?,yes
meningioma_123,Is there a tumor visible in this MRI scan?,yes
notumor_009,Is there a tumor visible in this MRI scan?,no
meningioma_181,Is this a meningioma tumor?,yes
notumor_202,What type of brain tumor is shown?,no tumor
glioma_110,Is there a tumor visible in this MRI scan?,yes
notumor_145,Where is the tumor located?,no tumor present
notumor_151,Is there a tumor visible in this MRI scan?,no
notumor_048,Is this a pituitary tumor?,no
notumor_101,What type of brain tumor is shown?,no tumor
pituitary_087,Where is the tumor located?,sellar region
notumor_111,Is this a pituitary tumor?,no
notumor_143,Is this a meningioma tumor?,no
meningioma_129,Is this a meningioma tumor?,yes
